SKU,Localized For,Title,Product Description,Condition,List Price,Picture URL 1,Picture URL 2,Picture URL 3,Picture URL 4,Picture URL 5,Picture URL 6,Picture URL 7,Picture URL 8,Picture URL 9,Picture URL 10,Attribute Name 1,Attribute Value 1,Attribute Name 2,Attribute Value 2,Attribute Name 3,Attribute Value 3,Attribute Name 4,Attribute Value 4,Attribute Name 5,Attribute Value 5,Attribute Name 6,Attribute Value 6,Attribute Name 7,Attribute Value 7,Attribute Name 8,Attribute Value 8,Attribute Name 9,Attribute Value 9,Attribute Name 10,Attribute Value 10,Attribute Name 11,Attribute Value 11,Attribute Name 12,Attribute Value 12,Attribute Name 13,Attribute Value 13,Attribute Name 14,Attribute Value 14,Attribute Name 15,Attribute Value 15,Attribute Name 16,Attribute Value 16,Attribute Name 17,Attribute Value 17,Attribute Name 18,Attribute Value 18,Attribute Name 19,Attribute Value 19
216407408,en_US,Складной нож CRKT Columbia River K500GKP Helical Black,"",NEW,6750.0,https://static-ru.insales.ru/images/products/1/5641/377320969/190f998635a79ea0d31fbaabc3da3410-700x700.jpg,https://static-ru.insales.ru/images/products/1/5645/377320973/0df39b0c734b4158bab289a59f13b8d2-700x700.jpg,"","","","","","","","",Производитель,CRKT,Длина клинка,90 мм,Материал рукояти,Алюминий 6061,Общая длина,206 мм,Толщина клинка,"3,3 мм",Обработка клинка,Black Oxide,Фиксатор клинка,замок Liner-Lock,,,,,,,,,,,,,,,,,,,,,,,,
216407859,en_US,"Нож складной садовый Victorinox 3.9050.22B1 Floral, фиолетовый","",NEW,1470.0,https://static-ru.insales.ru/images/products/1/6574/377321902/a0328cecb45986156c6ed4e64adc4215-700x700.jpg,"","","","","","","","","",Производитель,Victorinox,Длина клинка,55 мм,Материал рукояти,Полиамид (PA),Общая длина,155 мм,Толщина клинка,"2,0 мм",Обработка клинка,Полировка,Фиксатор клинка,замок Slip-Joint,,,,,,,,,,,,,,,,,,,,,,,,
216407846,en_US,Складной нож CRKT Columbia River R2801 Over-Bore,"",NEW,1650.0,https://static-ru.insales.ru/images/products/1/6545/377321873/93269bb1d27260d534e12aefa7eacc56-700x700.jpg,https://static-ru.insales.ru/images/products/1/6550/377321878/1a58ea4290b915edc6aa7d5942421955-700x700.jpg,https://static-ru.insales.ru/images/products/1/6554/377321882/444705c84aa18955b919f580aa3aa325-700x700.jpg,"","","","","","","",Производитель,CRKT,Длина клинка,75 мм,Материал рукояти,Сталь 2Cr13,Общая длина,176 мм,Толщина клинка,"2,8 мм",Обработка клинка,Satin finish,Фиксатор клинка,замок Frame-Lock,,,,,,,,,,,,,,,,,,,,,,,,
216407542,en_US,Складной нож Boker 01bo773 Kihon,"<font>Производитель: Boker ГерманияСтрана изготовитель: Китай<br>Вес: 113 гр.<br>Толщина лезвия: 3,4 мм.<br>Материал лезвия: VG-10<br>Материал рукояти: титан<br>Дизайнер: Lucas Burnley<br>Тип замка: Framelock</font>",NEW,8700.0,https://static-ru.insales.ru/images/products/1/5945/377321273/33ffdc34057789e4f7ee28d7d6503271-700x700.jpg,https://static-ru.insales.ru/images/products/1/5947/377321275/1183a1ea80369b3da713dd3ed141be92-700x700.jpg,"","","","","","","","",Производитель,Boker,Длина клинка,84 мм,Материал рукояти,Титан,Общая длина,197 мм,Толщина клинка,"3,4 мм",Фирма производитель,Boker Plus,Вес,113 гр,Обработка клинка,Satin finish,Фиксатор клинка,замок Frame-Lock,Дизайн,Lucas Burnley,,,,,,,,,,,,,,,,,,
216407608,en_US,Нож Boker 01bo068 Lancer Black,"<font>Производитель: Boker ГерманияСтрана изготовитель: Китай<br>Цвет рукояти: чёрный<br>Дизайнер: Serge Panchenko<br>Общая длина: 17,9 см.<br>Вес: 69 гр.<br>Материал рукояти: G-10<br>Тип замка: Liner Lock<br>Толщина клинка: 3,0 мм.<br>Длина клинка: 7,6 см.<br>Материал клинка: 440C<br></font>",NEW,6720.0,https://static-ru.insales.ru/images/products/1/6085/377321413/474e504282f9192c887e26cbdd33c3ad-700x700.jpg,https://static-ru.insales.ru/images/products/1/6087/377321415/425b48481d1ff85572feca5e8cf0ab69-700x700.jpg,https://static-ru.insales.ru/images/products/1/6090/377321418/16ed7e697e2ee1c185b40cdaaa9c025a-700x700.jpg,https://static-ru.insales.ru/images/products/1/6093/377321421/f39edec60ebe1aaeac5407ad1fcb025b-700x700.jpg,https://static-ru.insales.ru/images/products/1/6099/377321427/25c939fdca933ab00934bddca0d17dce-700x700.jpg,https://static-ru.insales.ru/images/products/1/6105/377321433/b3c112b9641b7e8c11dc59cb4d3a8c5c-700x700.jpg,https://static-ru.insales.ru/images/products/1/6109/377321437/f47bf22c269426809695621b79cefe2b-700x700.jpg,"","","",Производитель,Boker,Длина клинка,76 мм,Материал рукояти,Чёрный G10,Общая длина,179 мм,Толщина клинка,"3,0 мм",Фирма производитель,Boker Plus,Вес,69 гр,Обработка клинка,Stonewash,Фиксатор клинка,замок Liner-Lock,Дизайн,Сергей Панченко,,,,,,,,,,,,,,,,,,
216407896,en_US,"Нож складной садовый Victorinox 3.9050.53B1 Floral, розовый","",NEW,1470.0,https://static-ru.insales.ru/images/products/1/6646/377321974/d63eb3db0bd98fcf0fd46dd19676a3bc-700x700.jpg,"","","","","","","","","",Производитель,Victorinox,Длина клинка,55 мм,Материал рукояти,Полиамид (PA),Общая длина,155 мм,Толщина клинка,"2,0 мм",Обработка клинка,Полировка,Фиксатор клинка,замок Slip-Joint,,,,,,,,,,,,,,,,,,,,,,,,
216407414,en_US,Нож Boker 01mb156 Buddy,"<font>Производитель: Boker ГерманияСтрана изготовитель: Китай<br>Вес: 126 гр.<br>Толщина лезвия: 2,9 мм.<br>Материал лезвия: 440A<br>Материал рукояти: G-10<br>Тип замка: Linerlock</font>",NEW,1810.0,https://static-ru.insales.ru/images/products/1/5648/377320976/b5d6f51c10af19d978e7f528e771349d-700x700.jpg,https://static-ru.insales.ru/images/products/1/5651/377320979/94568d0b0a3d78c20607f1dd0aaab1c6-700x700.jpg,https://static-ru.insales.ru/images/products/1/5656/377320984/e9ae53df863aeac3755e4fdfb73ee494-700x700.jpg,"","","","","","","",Производитель,Boker,Длина клинка,83 мм,Материал рукояти,Чёрный G10,Общая длина,199 мм,Толщина клинка,"2,9 мм",Фирма производитель,Magnum by Boker,Вес,126 гр,Обработка клинка,Satin finish,Фиксатор клинка,замок Liner-Lock,,,,,,,,,,,,,,,,,,,,
216407627,en_US,Складной нож CRKT Columbia River R1803 Go-N-Heavy Compact,"",NEW,4350.0,https://static-ru.insales.ru/images/products/1/6126/377321454/aba4006d69d70a04edc292e37e8c76bf-700x700.jpg,https://static-ru.insales.ru/images/products/1/6129/377321457/3b0e0ab747103bdff9d40a18d1b55c3e-700x700.jpg,"","","","","","","","",Производитель,CRKT,Длина клинка,88 мм,Материал рукояти,Алюминий 6061,Общая длина,200 мм,Толщина клинка,"3,6 мм",Обработка клинка,Stonewash,Фиксатор клинка,замок Liner-Lock,,,,,,,,,,,,,,,,,,,,,,,,
216407631,en_US,Складной нож Boker Plus 01BO893 Takara G10,"",NEW,7720.0,https://static-ru.insales.ru/images/products/1/6133/377321461/60d74c6ab1083337ca3f93025a75587d-700x700.jpg,https://static-ru.insales.ru/images/products/1/6138/377321466/7849f4eedac2631a86151c41e22cbb18-700x700.jpg,"","","","","","","","",Производитель,Boker,Длина клинка,80 мм,Материал рукояти,Чёрный G10,Общая длина,180 мм,Толщина клинка,"2,8 мм",Обработка клинка,Satin finish,Фиксатор клинка,замок Liner-Lock,,,,,,,,,,,,,,,,,,,,,,,,
216407641,en_US,Раскладной нож Boker 01bo762 Masada Folder,"<p><span>Производитель: Boker Германия Страна изготовитель: Китай <br />Дизайнер: Boris Manasherov<br />Общая длина: 22,5 см.<br />Длина клинка: 9,3 см.<br />Толщина клинка: 3,5 мм.<br />Вес: 165 гр.<br />Материал клинка: D2<br />Материал рукояти: G-10<br />Способ открытия: ручное за флиппер или сквозное отверстие<br />Тип замка: Liner Lock<br />Цвет: чёрный</span></p>",NEW,9080.0,https://static-ru.insales.ru/images/products/1/6156/377321484/4f27c33d0759c3c24bd1e312fc505f20-700x700.jpg,https://static-ru.insales.ru/images/products/1/6160/377321488/d7d9a86c0cae558a5984858f8719886e-700x700.jpg,https://static-ru.insales.ru/images/products/1/6164/377321492/a60bbd50a230d8e011fc441171031d1b-700x700.jpg,"","","","","","","",Производитель,Boker,Длина клинка,93 мм,Материал рукояти,Чёрный G10,Общая длина,225 мм,Толщина клинка,"3,5 мм",Фирма производитель,Boker Plus,Вес,165 гр,Обработка клинка,Stonewash,Фиксатор клинка,замок Liner-Lock,Дизайн,Boris Manasherov,,,,,,,,,,,,,,,,,,
216407665,en_US,Складной нож Танто KERSHAW Freefall 3840,"",NEW,3460.0,https://static-ru.insales.ru/images/products/1/6215/377321543/b8144f4798e3d5dff280bf8f22460087-700x700.jpg,https://static-ru.insales.ru/images/products/1/6221/377321549/a3cbea767ff86dc297a4682c0a1dadcb-700x700.jpg,"","","","","","","","",Производитель,Kershaw,Твердость стали по HRC,57-58,Твёрдость,57-58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216407687,en_US,Складной нож CRKT Columbia River R1701 Follow-Trough,"",NEW,4350.0,https://static-ru.insales.ru/images/products/1/6258/377321586/88a04c9b5abcf2e9edc48c7b4591798e-700x700.jpg,https://static-ru.insales.ru/images/products/1/6268/377321596/d1f4829c7e78d424b112c4515018e86d-700x700.jpg,https://static-ru.insales.ru/images/products/1/6276/377321604/b7f83038e88c44194a25bcd5f20794e1-700x700.jpg,"","","","","","","",Производитель,CRKT,Длина клинка,95 мм,Материал рукояти,Glass Reinforced Nylon,Общая длина,222 мм,Толщина клинка,"3,7 мм",Обработка клинка,Stonewash,Фиксатор клинка,замок Liner-Lock,,,,,,,,,,,,,,,,,,,,,,,,
216407656,en_US,Складной нож CRKT Columbia River R2001K All-Cylinders,"",NEW,4800.0,https://static-ru.insales.ru/images/products/1/6184/377321512/8333b7acfee34f4fdaf4895d19acc13c-700x700.jpg,https://static-ru.insales.ru/images/products/1/6196/377321524/db2c69e4dffbd57ed19ebc8d03b3aad9-700x700.jpg,https://static-ru.insales.ru/images/products/1/6199/377321527/20e637bf6e6f28b9c317e58ffed1e9dd-700x700.jpg,"","","","","","","",Производитель,CRKT,Длина клинка,102 мм,Материал рукояти,Чёрно-серый G10,Общая длина,229 мм,Толщина клинка,"4,1 мм",Обработка клинка,Stonewash,Фиксатор клинка,замок Liner-Lock,,,,,,,,,,,,,,,,,,,,,,,,
216407920,en_US,Нож Pro-Tech E7A34 Pro-Tech/EMERSON,"<font>Производитель: Pro-Tech СШАОбщая длина: 20,2 см<br>Длина клинка: 8,3 см<br></font><font>Сталь: 154CM</font><br><font>Совместный дизайн с компанией EMERSON. Форм-фактор клинка EMERSON, рукоять и производство ножа компанией Pro-Tech.<br></font>",NEW,26540.0,https://static-ru.insales.ru/images/products/1/6693/377322021/e8262d7cc274557daa4ce2dd76c6a4d9-700x700.jpg,https://static-ru.insales.ru/images/products/1/6697/377322025/6fa7383d7c4b1094b8afc5a0b9508e07-700x700.jpg,"","","","","","","","",Производитель,Pro-Tech,Длина клинка,82 мм,Материал рукояти,"Алюминий, карбон",Общая длина,202 мм,Толщина клинка,"3,0 мм",Фирма производитель,Pro-Tech,Страна,США,Вес,116 гр,Обработка клинка,Stonewash,Фиксатор клинка,замок Button-Lock,Дизайн,Ernest Emerson,,,,,,,,,,,,,,,,
216407507,en_US,Автоматический нож Boker Plus 01BO951 Kihon Auto All Black,"",NEW,5170.0,https://static-ru.insales.ru/images/products/1/5865/377321193/9c77f4b50269256472a5c20d79aec0f7-700x700.jpg,https://static-ru.insales.ru/images/products/1/5871/377321199/8780d6d2241c49a97e27f7ee66a9b972-700x700.jpg,"","","","","","","","",Производитель,Boker,Длина клинка,80 мм,Материал рукояти,Алюминий,Общая длина,195 мм,Толщина клинка,"2,9 мм",Обработка клинка,Чёрное покрытие,Фиксатор клинка,замок Button-Lock,,,,,,,,,,,,,,,,,,,,,,,,
216407560,en_US,Складной нож CRKT Columbia River R1801 Go-N-Heavy,"",NEW,5400.0,https://static-ru.insales.ru/images/products/1/5980/377321308/a56137a93dad1e13efe64476dee7b144-700x700.jpg,https://static-ru.insales.ru/images/products/1/5983/377321311/a076c1f6911ca4f6c51d44c666b98c1a-700x700.jpg,https://static-ru.insales.ru/images/products/1/5989/377321317/11ce84f99bca5cd025d52df4736fbe0e-700x700.jpg,"","","","","","","",Производитель,CRKT,Длина клинка,125 мм,Материал рукояти,Алюминий 6061,Общая длина,284 мм,Толщина клинка,"4,8 мм",Обработка клинка,Stonewash,Фиксатор клинка,замок Liner-Lock,,,,,,,,,,,,,,,,,,,,,,,,
216407749,en_US,Складной нож CRKT Columbia River R2301 Hollow-Point +P,"",NEW,4350.0,https://static-ru.insales.ru/images/products/1/6352/377321680/3c7a20ba607453d3e4893a02da1b43d5-700x700.jpg,https://static-ru.insales.ru/images/products/1/6360/377321688/c271072d7e48b85ab2d8f856ec28d038-700x700.jpg,https://static-ru.insales.ru/images/products/1/6365/377321693/4c778b0e87219b0e017d276564d3af86-700x700.jpg,"","","","","","","",Производитель,CRKT,Длина клинка,92 мм,Материал рукояти,"Glass Reinforced Nylon, стал",Общая длина,216 мм,Толщина клинка,"3,7 мм",Обработка клинка,Satin finish,Фиксатор клинка,замок Frame-Lock,,,,,,,,,,,,,,,,,,,,,,,,
216407808,en_US,Складной нож из дамасской стали Boker 01BO739DAM Urban Trapper Damasteel,"<p><span>Производитель: Boker ГерманияСтрана изготовитель: Китай<br />Общая длина: 19,5 см.<br />Длина клинка: 8,7 см.<br />Вес: 48 гр.<br />Толщина клинка: 2,5 мм.<br />Материал клинка: дамаск<br />Материал рукояти: титан<br />Дизайнер: Brad Zinker<br />Тип замка: Frame Lock</span></p>",NEW,25340.0,https://static-ru.insales.ru/images/products/1/6482/377321810/5bf5159e32e52f8729c3b82a1b88c7a4-700x700.jpg,https://static-ru.insales.ru/images/products/1/6493/377321821/4ecebc1d764a334dc126ea0fdefb90ac-700x700.jpg,https://static-ru.insales.ru/images/products/1/6495/377321823/e603d86fe3463e942490a1a6cfe19f1c-700x700.jpg,https://static-ru.insales.ru/images/products/1/6501/377321829/8d7afe6efc614d303dea036b4bff25a9-700x700.jpg,"","","","","","",Производитель,Boker,Длина клинка,87 мм,Марка стали,Дамасская сталь,Материал рукояти,Титан,Общая длина,195 мм,Толщина клинка,"2,5 мм",Фирма производитель,Boker Plus,Вес,48 гр,Фиксатор клинка,замок Frame-Lock,Дизайн,Brad Zinker,,,,,,,,,,,,,,,,,,
216407663,en_US,Нож выкидной автоматический Pro-Tech Rockeye LG205 Satin,"<p><span style=""font-size: 12pt;"">Общая длина (мм): 213</span><br /><span style=""font-size: 12pt;"">Длина клинка (мм): 86</span><br /><span style=""font-size: 12pt;"">Толщина обуха (мм): 3,2</span><br /><span style=""font-size: 12pt;"">Марка стали: 154CM</span><br /><span style=""font-size: 12pt;"">Тип обработки клинка: Satin</span><br /><span style=""font-size: 12pt;"">Длина рукояти (мм): 127</span><br /><span style=""font-size: 12pt;"">Материал рукояти: Алюминий</span><br /><span style=""font-size: 12pt;"">Тип замка: Button-Lock</span><br /><span style=""font-size: 12pt;"">Вес (гр): 132</span><br /><span style=""font-size: 12pt;"">Материал клипсы: Сталь</span><br /><span style=""font-size: 12pt;"">Компания производитель: Pro-Tech Knives (USA)</span><br /><span style=""font-size: 12pt;"">Страна изготовитель: США</span></p>",NEW,26540.0,https://static-ru.insales.ru/images/products/1/6202/377321530/0f275608711cdb36ac462140644fa3dd-700x700.jpg,"","","","","","","","","",Производитель,Pro-Tech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216407887,en_US,Раскладной нож Messerkonig DSFms02 Silver Twill G-10 купить,"<p><span>Производитель: Messerkonig АвстрияМатериал рукояти: Silver Twill G-10<br />Общая длина: 22,3 см<br />Длина клинка: 9,6 см<br />Сталь: N690<br />Замок: фрэйм-лок</span></p>",NEW,21000.0,https://static-ru.insales.ru/images/products/1/6621/377321949/b9d4cb857742b84e1560862bd87c81bc-700x700.jpg,"","","","","","","","","",Марка стали,N690 (bohler),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216407256,en_US,"Складной нож Щука ручной работы, дамаск, черный граб","",NEW,4500.0,https://static-ru.insales.ru/images/products/1/5306/377320634/shuka_damask_fursach_1-700x700.JPG,https://static-ru.insales.ru/images/products/1/5311/377320639/shuka_damask_fursach_9-700x700.JPG,https://static-ru.insales.ru/images/products/1/5316/377320644/shuka_damask_fursach_5-700x700.JPG,https://static-ru.insales.ru/images/products/1/5321/377320649/shuka_damask_fursach_3-700x700.JPG,https://static-ru.insales.ru/images/products/1/5324/377320652/shuka_damask_fursach_2-700x700.JPG,https://static-ru.insales.ru/images/products/1/5332/377320660/shuka_damask_fursach_8-700x700.JPG,"","","","",Артикул Поставщика,"Складной нож Щука, дамасская сталь, черный граб",Твердость стали по HRC,60,Длина рукояти,115,Длина клинка,100,Марка стали,Дамасская,Материал рукояти,черный граб,Общая длина,215,Толщина клинка,"2,7-2,9",Чехол,Натуральная кожа.,Фирма производитель,Фурсач А.А.,Страна,Россия,Ширина,20,Тип,Нож туристический,,,,,,,,,,,,
216407317,en_US,Раскладной нож KERSHAW Launch 1 7100BW,"",NEW,13160.0,https://static-ru.insales.ru/images/products/1/5449/377320777/61c213985b685d106bab43141fde8b17-700x700.jpg,https://static-ru.insales.ru/images/products/1/5451/377320779/eaa72968ebc4e39dd909e760e3fa8c95-700x700.jpg,https://static-ru.insales.ru/images/products/1/5456/377320784/fff81338bdc64b593eae91e8869b4647-700x700.jpg,https://static-ru.insales.ru/images/products/1/5460/377320788/4722e8d0fe56b693942f175b06af16b9-700x700.jpg,"","","","","","",Производитель,Kershaw,Длина клинка,86 мм,Марка стали,CPM154,Материал рукояти,Анодированный алюминий,Общая длина,203 мм,Длина в закрытом состоянии,117 мм,Фирма производитель,Kershaw,Страна,США,Вес,114 гр,Обработка клинка,Black-Oxide Black Wash finish,Фиксатор клинка,замок Push-button-Lock,,,,,,,,,,,,,,,,
216407208,en_US,"Нож складной Грач G10, Саро","<h3 style=""margin-top: 20px; margin-bottom: 0cm;""><span style=""color: rgb(0, 0, 0); font-family: ""Times New Roman"";"">Удачный функциональный нож оптимально подходит для походного снаряжения. Тем более, что его переноска облегчена за счет небольшой массы и наличия отверстия для темляка, это гарантирует досягаемость инструмента в нужный момент. Грач выручит в экстремальных ситуациях и в процессе выполнения хозяйственных дел. Японская сталь, из которой изготовлен клинок, пользуется востребованностью в сфере изготовления ножей, так как разрабатывалась именно с этой целью. Этому ножу не грозит ржавчина и раскрашивание лезвия, благодаря мягкости и износоустойчивости материала. Рукоять из современного материала особой прочности удобно лежит в руке. </span></h3><h3 style=""margin-top: 20px; margin-bottom: 0cm;""><span style=""color: rgb(0, 0, 0); font-family: ""Times New Roman""; text-decoration-line: underline;"">Характеристики:</span></h3><h3 style=""margin-top: 20px; margin-bottom: 0cm;""><span style=""color: rgb(0, 0, 0); font-family: ""Times New Roman"";"">общая длина, мм<span style=""white-space: pre;""> </span>200±5</span></h3><h3 style=""margin-top: 20px; margin-bottom: 0cm;""><span style=""color: rgb(0, 0, 0); font-family: ""Times New Roman"";"">длина клинка, мм<span style=""white-space:pre""> </span>87±3</span></h3><h3 style=""margin-top: 20px; margin-bottom: 0cm;""><span style=""color: rgb(0, 0, 0); font-family: ""Times New Roman"";"">толщина обуха, мм<span style=""white-space:pre""> </span>3,5±0,2</span></h3><h3 style=""margin-top: 20px; margin-bottom: 0cm;""><span style=""color: rgb(0, 0, 0); font-family: ""Times New Roman"";"">материал клинка<span style=""white-space:pre""> </span> <span style=""white-space:pre""> </span>Bohler K110</span></h3><h3 style=""margin-top: 20px; margin-bottom: 0cm;""><span style=""color: rgb(0, 0, 0); font-family: ""Times New Roman"";"">материал рукояти<span style=""white-space:pre""> </span>G10<span style=""white-space:pre""> </span> </span></h3><h3 style=""margin-top: 20px; margin-bottom: 0cm;""><span style=""color: rgb(0, 0, 0); font-family: ""Times New Roman"";"">отделка клинка<span style=""white-space:pre""> </span>satin<span style=""white-space:pre""> </span> </span></h3><h3 style=""margin-top: 20px; margin-bottom: 0cm;""><span style=""color: rgb(0, 0, 0); font-family: ""Times New Roman"";"">твёрдость HRC<span style=""white-space:pre""> </span>61-63<span style=""white-space:pre""> </span> </span></h3><h3 style=""margin-top: 20px; margin-bottom: 0cm;""><span style=""color: rgb(0, 0, 0); font-family: ""Times New Roman"";"">вес г<span style=""white-space: pre;""> </span>136</span></h3>",NEW,0.0,https://static-ru.insales.ru/images/products/1/5199/377320527/5e5064ab58a73e3c798f63dffd16bc15-700x700.jpg,https://static-ru.insales.ru/images/products/1/5202/377320530/7bcdf8461a5f826123d3de6f709fbd86-700x700.jpg,https://static-ru.insales.ru/images/products/1/5207/377320535/7e1abb1898da25261a85d095d59c53f5-700x700.jpg,https://static-ru.insales.ru/images/products/1/5216/377320544/ba061e717cc8dc12e33c4e9fe4f2d9c8-700x700.jpg,https://static-ru.insales.ru/images/products/1/5220/377320548/775efdd099148662eb9e791feb0d35ea-700x700.jpg,https://static-ru.insales.ru/images/products/1/5223/377320551/28c0aab09785e6cb4437cbdfbec26c5e-700x700.jpg,https://static-ru.insales.ru/images/products/1/5227/377320555/0ccb8c2401bc3795b4ecd7c16b23387b-700x700.jpg,https://static-ru.insales.ru/images/products/1/5231/377320559/21f6ce2c4e90d4251adb6858482bc074-700x700.jpg,"","",Производитель,SARO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216407697,en_US,Складной нож Boker 01bo736 Urban Trapper Grand,"<font>Производитель: Boker ГерманияСтрана изготовитель: Китай<br>Общая длина: 21,4 см.<br>Длина лезвия: 9,7 см.<br>Вес: 69 гр.<br>Толщина лезвия: 3,0 мм.<br>Материал лезвия: VG-10<br>Материал рукояти: титан<br>Дизайнер: Brad Zinker<br>Тип замка: Framelock</font>",NEW,13980.0,https://static-ru.insales.ru/images/products/1/6287/377321615/634c45952f54c14c559e19c993a7b445-700x700.jpg,https://static-ru.insales.ru/images/products/1/6297/377321625/b6a44c4b0d8d6edb11b7680cf1118e81-700x700.jpg,"","","","","","","","",Производитель,Boker,Длина клинка,97 мм,Материал рукояти,Титан,Общая длина,214 мм,Толщина клинка,"3,0 мм",Фирма производитель,Boker Plus,Вес,69 гр,Обработка клинка,Satin finish,Фиксатор клинка,замок Frame-Lock,Дизайн,Brad Zinker,,,,,,,,,,,,,,,,,,
216407881,en_US,Складной нож CRKT Columbia River R2203 Accurate Folder,"",NEW,4350.0,https://static-ru.insales.ru/images/products/1/6610/377321938/5502496d3297c4752e2ce6f8e165c73f-700x700.jpg,https://static-ru.insales.ru/images/products/1/6614/377321942/97d5d0ab275b8a41661333a4b9d02180-700x700.jpg,"","","","","","","","",Производитель,CRKT,Длина клинка,86 мм,Материал рукояти,"Glass Reinforced Nylon, стал",Общая длина,204 мм,Толщина клинка,"3,8 мм",Обработка клинка,Satin finish,Фиксатор клинка,замок Liner-Lock,,,,,,,,,,,,,,,,,,,,,,,,
216407438,en_US,Складной нож Boker Plus 01BO786 Urban Trapper Backlock G10,"",NEW,8680.0,https://static-ru.insales.ru/images/products/1/5713/377321041/04857f1e42478741bdd13c50a7e2e02a-700x700.jpg,https://static-ru.insales.ru/images/products/1/5718/377321046/305a281879c5cdea7a0bb033f704de77-700x700.jpg,"","","","","","","","",Производитель,Boker,Длина клинка,88 мм,Материал рукояти,Чёрный G10,Общая длина,195 мм,Толщина клинка,"2,4 мм",Обработка клинка,Satin finish,Фиксатор клинка,замок Back-Lock,,,,,,,,,,,,,,,,,,,,,,,,
216407871,en_US,Складной нож BUCK 0112BKSLT 112 Ranger LT,"",NEW,2820.0,https://static-ru.insales.ru/images/products/1/6593/377321921/1ce3fc1120fc1c13c514b49d81cbacd4-700x700.jpg,https://static-ru.insales.ru/images/products/1/6596/377321924/575a4c3dcc3829a308d1e0b3039c2d8d-700x700.jpg,"","","","","","","","",Производитель,Buck,Длина клинка,76 мм,Материал рукояти,Нейлон,Общая длина,184 мм,Толщина клинка,"3,0 мм",Обработка клинка,Satin finish,Фиксатор клинка,замок Back-Lock,,,,,,,,,,,,,,,,,,,,,,,,
